"Country","Landscape..","Household.ID","Round","survey_uuid","shortage_year","number_meals","diversity","Nonfood.Spending","Food.Consumption.Value","Food.Spending","Food_As_Percent_Total_Spending","median_field_size","Total_Area_Farmed","intercrop_rate","pesticide","herbicide","fungicide","yield_quantile","avg_pct_crops_any_sold","pct_fields_irrigated","pct_fields_inorganic_fert","pct_buy_seed","number_fields","Total_Area_Owned","Crops","Permanent.Crops","Livestock.Byproducts","Livestock","Crop.Byproducts","total","Bananas","Maize","Paddy","Sorghum","Bulrush.Millet","Finger.Millet","Wheat","Cassava","Sweet.Potatoes","Irish.Potatoes","Yams","Onions","Beans","Pigeon.Pea","Field.Peas","Sunflower","Sesame.Simsim","Groundnut","Palm.Oil","Coconut","Cashew.Nut","Soyabeans","Cotton","Pyrethrum","Coffee","Tea","Cocoa","Rubber","Sugar.Cane","Pineapple","Orange","Tomatoes","Chilies","Egg.Plant","Okra","Timber","Good_Soil","Bad_Soil","erosion_control","Male.Gender","Male.Literacy.Rate","Male.Percent.Attended.School","Male.Percent.Worked.Recently","Male.Mean.Hours.Worked.Last.Week","Male.Percent.Operated.Business","Male.Percent.Collects.Firewood","Male.Mean.Hours.Spent","Female.Gender","Female.Literacy.Rate","Female.Percent.Attended.School","Female.Percent.Worked.Recently","Female.Mean.Hours.Worked.Last.Week","Female.Percent.Operated.Business","Female.Percent.Collects.Firewood","Female.Mean.Hours.Spent","HH.Head.Gender","income_own","income_wage","income_crops","income_perm_crop","income_lvstk_byprod","income_byprod","income_lvstk","cost_seeds","cost_org_fert","cost_syn_fert","cost_pesticide","Total_Income","AgIncome","NonAgIncome","AgInvestments","size","literate","years","age","bundles","cost","total_fuelwood_value","hh_annual_nonfuel_nr_value","Nonfuel_NR_decreasing","No_Toilet","Flush_Toilet","Pit_Latrine","Satisfied_Drinking_Water","Unsatisfied_Drinking_Water","Dispose_Garbage_Within_Compound","No_Measure_Safe_Drinking_Water"
"RWA","L01","eVbuv11Jya9",1,"378d2e94-bdd9-4d12-85d0-4e167f9517f7",FALSE,2,0.642857142857143,716786.142857143,341517,165805.2,18.7861801888122,0.2291,0.4582,0.5,0,0,0,1.5,0.5,0,1,0,2,0.4582,45200,49800,36000,207500,2000,340500,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.5,TRUE,"Male",0.5,0.5,1,NA,0,0.5,1,"Female",0.333333333333333,0.666666666666667,1,NA,0,1,1.66666666666667,"Male",0,0,19200,45300,12000,0,207500,0,0,0,0,284000,284000,0,0,5,0.4,2.8,18.4,272,600,163200,0,NA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"RWA","L01","fSLig1NkSU7",1,"e359f848-a11f-4aa3-a9df-575b096e8d54",TRUE,2,0.557142857142857,140204.534562212,208560,372801,72.6699762251377,0.46455,0.9291,0.333333333333333,0,0,0,NA,0.333333333333333,0,0,0.666666666666667,2,0.7125,52950,2740,15000,0,0,70690,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,"Male",0.333333333333333,0.333333333333333,1,32.6666666666667,0,1,1,"Female",0.666666666666667,0.666666666666667,1,17.5,0,1,1,"Male",0,700800,15000,2740,0,0,0,2050,0,0,0,718540,17740,700800,2050,6,0.5,2.16666666666667,34.3333333333333,312,600,187200,0,NA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"RWA","L01","GBGa6M3rbd3",1,"bbfc97c5-97f1-4920-ab7b-b6339cb17ea0",TRUE,2,0.528571428571429,380958.510599078,164241,372540.3,49.4413919119271,0.1881,0.6573,0.333333333333333,0,0,0,NA,1,0,0.333333333333333,0,4,0.6573,241800,29400,60000,50000,0,381200,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.333333333333333,TRUE,"Male",0.5,1,1,NA,0,1,5,"Female",0.5,0.5,1,0,0,0.5,5,"Female",0,219000,69200,29400,0,0,50000,0,0,0,0,367600,148600,219000,0,4,0.5,3.5,22.75,400,600,240000,0,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"RWA","L01","gvW2UAieds2",1,"74bfb0b5-fd45-4f3c-891b-9ae9b49d96fc",TRUE,2,0.628571428571429,136137.97235023,252357.6,156837.12,53.5325780570154,0.0945,0.0945,0,0.25,0,0,4,0.75,0,0.25,0.6,2,0.0945,111050,0,84000,180000,0,375050,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.5,0,TRUE,"Male",0,0,1,NA,0,0.333333333333333,1,"Female",0,0,1,NA,0,0.5,1,"Male",0,0,39750,0,0,0,180000,4950,0,780,0,219750,219750,0,5730,5,0,0,14.2,104,600,62400,0,NA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"RWA","L01","KeSq3y3A1h4",1,"fa9010ec-f53f-47e4-87b8-6ccf6685c83a",FALSE,2,0.671428571428571,301058.477419355,187704,495330,62.1970324840817,0.14635,0.2927,0,0.5,0,0,3,0.666666666666667,0,0.75,0.75,2,0.2927,70400,3000,10000,118500,1600,203500,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,TRUE,"Male",0,0.25,1,30,0,0,NA,"Female",1,1,1,0,0,1,3,"Male",104285.72,260785.722,10000,0,0,0,118500,3200,0,2880,400,493571.442,128500,365071.442,6480,5,0.2,0.8,14.4,52,600,31200,0,NA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"RWA","L01","m6KCw7ZxQ47",1,"15befc0d-06eb-404c-815d-8fc74f9b9b72",TRUE,2,0.557142857142857,337707.414746544,182490,261742.8,43.6638095309831,0.30155,0.6031,0.333333333333333,0,0,0,1.66666666666667,0.5,0,0,0.833333333333333,3,0.6031,84800,0,30000,0,0,114800,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,"Male",1,1,1,NA,0,0,NA,"Female",0.375,0.875,1,30,0,0.25,2,"Male",0,540000,5200,0,0,0,0,24000,0,0,0,545200,5200,540000,24000,11,0.545454545454545,3.63636363636364,23.9090909090909,208,600,124800,0,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"RWA","L01","mDLfcyhvBu",1,"498c620d-1323-447f-a698-8fe65257cb63",TRUE,2,0.357142857142857,76374.9216589862,307626,15642,16.999047259991,0.0905,0.4219,0,0,0,0,1.625,0,0,0,0.5,4,0.4219,33510,0,216000,0,0,249510,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,TRUE,"Male",0.4,0.6,1,NA,0,0.4,1.5,"Female",0.5,0.5,1,NA,0,1,1,"Male",0,0,0,0,0,0,0,10490,0,0,0,0,0,0,10490,7,0.428571428571429,1.85714285714286,22.5714285714286,260,600,156000,0,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"RWA","L01","MsBreaQuEcA",1,"0c0d7314-a37d-424f-9f3e-d3639b90495e",TRUE,2,0.614285714285714,487814.626728111,224202,518793,51.5387511702341,0.1085,0.217,0.142857142857143,0.5,0,0,1.5,0,0,1,0.857142857142857,2,0.217,44500,43300,38000,70000,1400,197200,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,TRUE,"Male",0.5,0.5,1,0,NA,0,NA,"Female",0.333333333333333,0.333333333333333,1,NA,0,0.333333333333333,5,"Male",260714.3,365000,0,2100,0,0,70000,5100,0,1402,1200,697814.3,72100,625714.3,7702,5,0.4,1.4,14.4,52,600,31200,0,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"RWA","L01","nMVazETomT7",1,"43995143-8ae3-4057-9cde-44a1219932c9",FALSE,2,0.371428571428571,193735.878341014,161634,177276,47.7817585767585,0.35815,0.7163,0.4,0,0,0,1.4,0.2,0,0,0.2,2,0.7163,43000,7000,15000,200,0,65200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,"Male",0,0.5,1,30,0,0,NA,"Female",0.4,0.8,1,48,0,0.4,1,"Male",0,1139714.3,2000,6000,0,0,0,2000,0,0,0,1147714.3,8000,1139714.3,2000,7,0.285714285714286,2.14285714285714,28.1428571428571,208,600,124800,0,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"RWA","L01","Nq4M7PWJPS",1,"55c4ee05-67f2-4dbb-a07e-b2cb0954f605",TRUE,2,0.528571428571429,655999.611981567,183532.8,211167,24.35137574283,0.11185,0.5145,0.5,0,0,1,1.42857142857143,0.25,0,1,0.625,4,0.5145,24300,10000,101600,-1200,0,134700,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,"Male",0,0.25,1,NA,0,0.5,3.5,"Female",1,1,1,NA,0,1,4,"Male",360000,0,3000,0,1200,0,-1200,9200,0,0,1000,363000,3000,360000,10200,5,0.2,1.4,16.4,116,600,69600,0,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"RWA","L01","QUACw1VqWL2",1,"455bde95-d8e5-4773-9aab-ea02b4c0fccf",TRUE,2,0.657142857142857,937710.269124424,260700,853792.5,47.6578945182028,0.2612,0.8802,0.5,0,0,0,4,0.25,0,0.142857142857143,0.833333333333333,4,0.8802,355800,97000,48000,151400,0,652200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.5,0.25,TRUE,"Male",0.4,0.6,1,30,0.25,0.4,5,"Female",0.5,0.75,1,NA,0,0.5,3.5,"Male",360000,420000,6750,82000,0,0,151000,16700,0,0,0,1019750,239750,780000,16700,9,0.444444444444444,3.22222222222222,23.7777777777778,416,600,249600,0,NA,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
"RWA","L01","RCuAWjMUBmA",1,"767f87fe-26d0-43a0-9ebf-eadaae027d7f",TRUE,2,0.471428571428571,475453.244239631,132957,178318.8,27.2753785621705,0.04825,0.0965,0.285714285714286,0,0,0,NA,0.666666666666667,0,0,0.428571428571429,3,0.0965,104600,64500,12000,10000,0,191100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.333333333333333,0.666666666666667,TRUE,"Male",1,1,1,32,0,1,5,"Female",0,1,1,32,0,1,5,"Male",0,294000,22750,50600,0,0,10000,2400,0,0,0,377350,83350,294000,2400,2,0.5,3,48.5,156,600,93600,0,NA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"RWA","L01","smz4XRTY7G6",1,"1cb4b5bb-cbb7-4e5e-aea3-e123a30a90dc",TRUE,2,0.5,33101.0092165899,252879,82641.9,71.4012638522435,0.2471,0.4942,NA,0,0,0,NA,NA,0,1,NA,3,0.3778,NA,0,0,0,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,"Male",0.5,0.5,1,30,0,0.5,5,"Female",0,1,1,NA,0,1,2,"Female",0,360000,0,0,0,0,0,NA,0,0,0,360000,0,360000,0,3,0.333333333333333,1.33333333333333,28,208,600,124800,0,NA,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
"RWA","L01","TEgeq116YW6",1,"40345696-3c7f-4bca-81fd-05549fe151f1",FALSE,2,0.614285714285714,371238.142857143,10428,1363982.4,78.605708399125,0.25885,1.0521,NA,0,0,0,NA,NA,0,1,NA,4,0.4096,NA,0,0,0,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,"Male",0.5,1,1,32,0,1,3.5,"Female",0,0.6,0.75,NA,0,0.6,4.33333333333333,"Male",0,240000,0,0,0,0,0,NA,0,0,0,240000,0,240000,0,7,0.142857142857143,1.71428571428571,18,364,600,218400,0,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
