"Country","Landscape","Household_ID","Round","shortage_year","number_meals","diversity","Nonfood_Spending","Food_Consumption_Value","Food_Spending","Food_As_Percent_Total_Spending","Rate"
"GHA","L01","KSchTBWs2p7","1",TRUE,3,0.485714285714286,1394.53050928654,263.817847286109,1169.19273229071,45.6052632097449,4.348
"GHA","L01","n3hCRp3nTfB","1",FALSE,3,0.257142857142857,388.305279401727,0,269.813707451702,40.9977090528453,4.348
"GHA","L01","njfYPSwX6c8","1",FALSE,3,0.642857142857143,1629.42200874177,143.900643974241,507.2497700092,23.7401820463844,4.348
"GHA","L01","PXb5NT8y8n6","1",FALSE,3,0.657142857142857,726.178027717601,341.764029438822,887.38730450782,54.9954369237681,4.348
"GHA","L01","qG2u89ePnM3","1",FALSE,3,0.414285714285714,852.356322521293,35.9751609935603,905.3748850046,51.5081533017194,4.348
"GHA","L01","qqEgat4rGk9","1",FALSE,3,0.714285714285714,112.492786555819,0,405.320147194112,78.2754003958222,4.348
"GHA","L01","qy7poFPTo22","1",TRUE,3,0.657142857142857,1205.78944289233,41.9710211591536,676.333026678933,35.9345918033165,4.348
"GHA","L01","rvasPDxnwj3","1",FALSE,3,0.785714285714286,2384.97656001594,473.672953081877,1114.03081876725,31.8384815511496,4.348
"GHA","L01","UDYnaavH8U3","1",FALSE,2,0.528571428571429,161.682905218353,95.933762649494,193.066697332107,54.4233724136857,4.348
"GHA","L01","V42v2Qoi8j3","1",FALSE,3,0.6,1952.10808931698,311.784728610856,625.967801287949,24.2804257069822,4.348
"GHA","L01","vz6UQ8NGgEA","1",FALSE,2,0.571428571428571,1928.45887086176,671.536338546458,803.445262189513,29.4097165588363,4.348
"GHA","L01","Xg5bY5Ztxx2","1",FALSE,3,0.485714285714286,1013.22656531527,167.884084636615,1179.98528058878,53.8017010437214,4.348
"GHA","L01","Xg5bY5Ztxx2","1",FALSE,3,0.571428571428571,1013.22656531527,167.884084636615,1179.98528058878,53.8017010437214,4.348
"GHA","L01","Xg5bY5Ztxx2","1",TRUE,3,0.485714285714286,1013.22656531527,167.884084636615,1179.98528058878,53.8017010437214,4.348
"GHA","L01","Xg5bY5Ztxx2","1",TRUE,3,0.571428571428571,1013.22656531527,167.884084636615,1179.98528058878,53.8017010437214,4.348
"GHA","L01","ZgVCya2zX73","1",FALSE,3,0.542857142857143,1299.64234204825,107.925482980681,425.70607175713,24.6736293000788,4.348
"GHA","L01","ZsXLTqgEPA2","1",FALSE,3,0.5,7192.32290284426,0,4227.08141674333,37.0166542705968,4.348
"GHA","L02","aC1Yp9Vbbb9","1",FALSE,3,0.742857142857143,4747.72718215695,5180.42318307268,3483.59475620975,42.3212065120731,4.348
"GHA","L02","ArjKWQXjiQ2","1",FALSE,3,0.828571428571429,1202.08264830697,479.66881324747,995.3127874885,45.2951149017105,4.348
"GHA","L02","arUegScQDF9","1",FALSE,3,0.671428571428571,1142.70234315051,1127.22171113155,779.461821527139,40.5512617418843,4.348
"GHA","L02","BNLAgvK3aCA","1",FALSE,3,0.842857142857143,1895.26106605505,359.751609935603,3117.84728610856,62.1938938296222,4.348
"GHA","L02","cSN6zpcALp9","1",FALSE,4,0.628571428571429,1523.60211803509,95.933762649494,383.735050597976,20.1188891460122,4.348
"GHA","L02","d4TMBLeBJr2","1",TRUE,4,0.7,1173.13893988019,815.436982520699,611.577736890524,34.2674971803995,4.348
"GHA","L02","fkisAfkhBS2","1",FALSE,3,0.771428571428571,1274.29911522433,179.875804967801,1558.92364305428,55.0229818145834,4.348
"GHA","L02","gEi4dQZTGjA","1",FALSE,4,0.914285714285714,1941.75491671577,1660.85326586937,1805.95308187672,48.1882014968876,4.348
"GHA","L02","GLaBCfmRHT9","1",FALSE,3,0.728571428571429,700.203523840613,503.652253909844,643.955381784729,47.9076825730766,4.348
"GHA","L02","go6Ch5Km3k7","1",FALSE,3,0.657142857142857,4793.68031914668,0,3945.27598896044,45.1458486558677,4.348
"GHA","L02","h9yzMoqrEr7","1",FALSE,3,0.7,398.761746488666,461.68123275069,353.755749770009,47.0096378527798,4.348
"GHA","L02","HK4BRArXjD6","1",TRUE,3,0.742857142857143,1990.74433077976,959.33762649494,1271.1223551058,38.9691694208741,4.348
"GHA","L02","LcDR4MVNrw","1",FALSE,3,0.771428571428571,637.946201230292,977.32520699172,347.759889604416,35.2802821082224,4.348
"GHA","L02","MdadqCNEiL","1",FALSE,3,0.742857142857143,1007.74103247852,569.606715731371,1448.59981600736,58.9738926867701,4.348
"GHA","L02","MFMymqGXjf8","1",FALSE,3,0.728571428571429,2856.91700829663,353.755749770009,636.760349586017,18.2260776928734,4.348
"GHA","L02","Ny58V5eghz7","1",FALSE,4,0.671428571428571,1258.97648370563,1259.13063477461,609.179392824287,32.6085954859309,4.348
"GHA","L02","NZwEq9cA5VB","1",FALSE,3,0.728571428571429,4984.55564929477,845.416283348666,6745.34268629255,57.505551142143,4.348
"GHA","L02","NZwEq9cA5VB","1",FALSE,3,0.685714285714286,4984.55564929477,845.416283348666,6745.34268629255,57.505551142143,4.348
"GHA","L02","NZwEq9cA5VB","1",FALSE,3,0.728571428571429,4984.55564929477,845.416283348666,6745.34268629255,57.505551142143,4.348
"GHA","L02","NZwEq9cA5VB","1",FALSE,3,0.685714285714286,4984.55564929477,845.416283348666,6745.34268629255,57.505551142143,4.348
"GHA","L02","oJSmP1FYvbB","1",FALSE,3,0.671428571428571,762.868322317799,119.917203311868,731.494940202392,48.9502759167642,4.348
"GHA","L02","pEa2FhYEyQ2","1",TRUE,3,0.585714285714286,747.278367298488,143.900643974241,617.573597056118,45.2483941984249,4.348
"GHA","L02","RkxgfouGkY6","1",FALSE,3,0.685714285714286,2093.21143043679,1474.98160073597,1834.73321067157,46.7097522574518,4.348
"GHA","L02","SAvMdkgq8K4","1",FALSE,3,0.614285714285714,749.087375306831,413.714351425943,1163.19687212512,60.8276135562587,4.348
"GHA","L02","sSK4YGpVFE3","1",TRUE,3,0.614285714285714,370.769411435524,23.9834406623735,639.158693652254,63.2875439778658,4.348
"GHA","L02","tcEkwscfpH4","1",FALSE,3,0.6,650.182788633155,71.9503219871205,425.70607175713,39.5678482629425,4.348
"GHA","L02","tKy51hwqVM2","1",FALSE,3,0.585714285714286,499.043479919789,65.9544618215271,581.598436062558,53.8197183970845,4.348
"GHA","L02","UUj4sWMqYC3","1",FALSE,3,0.771428571428571,866.932673107822,251.826126954922,1121.22585096596,56.3951937126494,4.348
"GHA","L02","vyxUdnM5dv5","1",FALSE,3,0.757142857142857,1367.66293311401,491.660533578657,779.461821527139,36.3025865098095,4.348
"GHA","L02","Wth4nHzDVc8","1",FALSE,3,0.685714285714286,1252.39318040182,203.859245630175,923.36246550138,42.4387024912476,4.348
"GHA","L02","XiQuiDjntD2","1",FALSE,3,0.671428571428571,1711.08263982805,359.751609935603,767.470101195952,30.9644450365368,4.348
"GHA","L02","XqoC5saQNR5","1",FALSE,3,0.642857142857143,215.71687602542,515.64397424103,539.627414903404,71.4412515436955,4.348
"GHA","L03","1YyZC8Zyxy7","1",FALSE,3,0.685714285714286,786.717325408366,9.5933762649494,1248.33808647654,61.3417246128107,4.348
"GHA","L03","2w6GUTeKDd","1",FALSE,2,0.542857142857143,877.67722857906,575.602575896964,365.747470101196,29.4145251006669,4.348
"GHA","L03","3oYDbENAuo","1",FALSE,2,0.471428571428571,534.58358734775,599.586016559338,324.975620975161,37.8072409472783,4.348
"GHA","L03","56esinYPtWB","1",TRUE,3,0.657142857142857,150.681476519741,179.875804967801,713.507359705612,82.5638251498486,4.348
"GHA","L03","5G241XCT6VA","1",FALSE,3,0.528571428571429,165.782481696124,119.917203311868,277.008739650414,62.5596728878283,4.348
"GHA","L03","5JcGGbr2Y88","1",FALSE,3,0.585714285714286,391.501201887408,761.474241030359,281.205841766329,41.8021253707988,4.348
"GHA","L03","5o639Qfu5Q8","1",FALSE,2,0.342857142857143,177.720021706044,383.735050597976,71.9503219871205,28.8181291068933,4.348
"GHA","L03","bvFDUPT6cv8","1",FALSE,3,0.5,311.175314462076,557.614995400184,188.270009199632,37.6958197985159,4.348
"GHA","L03","C7yu9JZpZ96","1",FALSE,3,0.685714285714286,596.242136858305,959.33762649494,3429.63201471941,85.1897472596196,4.348
"GHA","L03","dWWPvz9La34","1",FALSE,2,0.428571428571429,317.339958198907,647.552897884085,209.855105795768,39.8059693893279,4.348
"GHA","L03","eaQik5x8C35","1",FALSE,3,0.571428571428571,239.04364949826,1558.92364305428,390.930082796688,62.0549814628871,4.348
"GHA","L03","f4fJfgvzWm3","1",FALSE,3,0.785714285714286,348.432906278219,1097.24241030359,309.386384544618,47.0321239983127,4.348
"GHA","L03","GDXUCUdQZB6","1",FALSE,2,0.6,503.055040932003,227.842686292548,580.399264029439,53.5693347999659,4.348
"GHA","L03","GPMVX5tyrx4","1",FALSE,2,0.557142857142857,559.932808770599,419.710211591536,219.448482060718,28.1567551906007,4.348
"GHA","L03","HYK4pqongQ7","1",FALSE,3,0.657142857142857,3470.33099809648,1918.67525298988,1606.89052437903,31.6490134863281,4.348
"GHA","L03","ignYVcEWdh6","1",FALSE,3,0.757142857142857,1533.50356750707,1061.26724931003,431.701931922723,21.9672666318093,4.348
"GHA","L03","K5Z7A224KK7","1",FALSE,3,0.6,2199.22236400867,659.544618215271,1093.64489420423,33.212541182051,4.348
"GHA","L03","kLYaJ3DYGC7","1",FALSE,2,0.5,1908.77891630879,251.826126954922,436.498620055198,18.6118108960326,4.348
"GHA","L03","Kte7LVWAkq7","1",FALSE,3,0.557142857142857,757.501354508032,311.784728610856,378.338776448942,33.3091573485947,4.348
"GHA","L03","nLAqDVxLW42","1",FALSE,3,0.614285714285714,2019.24195032199,731.494940202392,923.36246550138,31.3790892359215,4.348
"GHA","L03","oGAiiS5KTH6","1",FALSE,3,0.685714285714286,753.797061205109,2770.08739650414,821.432842686293,52.146854288193,4.348
"GHA","L03","phfDZ3p9QE5","1",FALSE,3,0.614285714285714,297.497687373611,731.494940202392,413.714351425943,58.1703245805915,4.348
"GHA","L03","qaB9PRByhQ7","1",FALSE,3,0.328571428571429,790.053167089906,3195.79346826127,389.730910763569,33.0340880233487,4.348
"GHA","L03","TfTiB3qRvU2","1",FALSE,3,0.571428571428571,2108.68108648926,563.610855565777,461.68123275069,17.9617180540994,4.348
"GHA","L03","UmXMMFYwnL4","1",TRUE,3,0.328571428571429,330.576524404462,203.859245630175,275.809567617295,45.4841513098884,4.348
"GHA","L03","UNJbgF8rDE4","1",FALSE,3,0.742857142857143,1221.48862764383,623.569457221711,739.889144434223,37.7229290026224,4.348
"GHA","L03","w5r45534D96","1",FALSE,2,0.542857142857143,76.6468401171787,383.735050597976,449.689512419503,85.4376693253699,4.348
"GHA","L03","wtorB9F7hm5","1",FALSE,2,0.671428571428571,1389.74679390705,1918.67525298988,731.494940202392,34.4842800535176,4.348
"GHA","L03","ymaHgFS7sD7","1",FALSE,3,0.671428571428571,567.472271800372,119.917203311868,695.519779208832,55.069212720149,4.348
"GHA","L03","YqAFB2BMNLB","1",FALSE,3,0.585714285714286,696.605153489713,137.904783808648,472.473781048758,40.4141899310915,4.348
"GHA","L04","5rf37agRoT5","1",TRUE,3,0.542857142857143,552.558163295588,875.395584176633,1226.15340386385,68.934920450424,4.348
"GHA","L04","7PXpD9kuLR3","1",FALSE,3,0.542857142857143,5287.92585181385,563.610855565777,2152.51379944802,28.9299275357063,4.348
"GHA","L04","9M4qT2DMJj","1",FALSE,3,0.6,2714.67723705798,551.619135234591,1109.23413063477,29.0078410291203,4.348
"GHA","L04","AKMWbrcHqo7","1",FALSE,3,0.514285714285714,1657.55369702263,251.826126954922,941.35004599816,36.2210431427522,4.348
"GHA","L04","AZbZLMWXXU5","1",FALSE,3,0.614285714285714,5756.75009644775,2698.13707451702,1164.39604415823,16.8237459591669,4.348
"GHA","L04","cC52Z4XDyF4","1",FALSE,3,0.557142857142857,609.249534719072,239.834406623735,712.308187672493,53.8991355128598,4.348
"GHA","L04","CxMdVRz4Fo","1",FALSE,3,0.514285714285714,1934.12794695585,347.759889604416,488.063017479301,20.1496506528797,4.348
"GHA","L04","dfyqb4HLxn8","1",TRUE,3,0.542857142857143,2679.95300132695,335.768169273229,685.326816927323,20.3646309947217,4.348
"GHA","L04","dSafpBy1bV9","1",FALSE,3,0.557142857142857,1757.01133632074,0,999.509889604416,36.2598292443388,4.348
"GHA","L04","ev9j4bGtBTB","1",TRUE,2,0.685714285714286,642.593011671238,683.528058877645,750.681692732291,53.8789436397371,4.348
"GHA","L04","eze6AQDVxQ4","1",FALSE,3,0.371428571428571,2202.03546733707,767.470101195952,1126.02253909844,33.8342221476018,4.348
"GHA","L04","HJ9K9FonFCA","1",TRUE,3,0.557142857142857,610.841210959857,407.71849126035,625.967801287949,50.6115168218495,4.348
"GHA","L04","LMzw8JsSze","1",TRUE,2,0.642857142857143,940.5655230012,131.908923643054,3213.78104875805,77.3594834529442,4.348
"GHA","L04","NqtNJxp3qaB","1",FALSE,3,0.414285714285714,331.981465073194,71.9503219871205,455.685372585097,57.8525527289984,4.348
"GHA","L04","P6yZhzEGVc6","1",FALSE,2,0.557142857142857,90.2342345015877,107.925482980681,191.867525298988,68.0135868115901,4.348
"GHA","L04","qAcLcu8zBx5","1",FALSE,3,0.6,771.000127183853,23.9834406623735,1014.4995400184,56.8188030865358,4.348
"GHA","L04","qie8QYVB3s6","1",FALSE,3,0.657142857142857,1421.00212397034,119.917203311868,1115.22999080037,43.9719213515752,4.348
"GHA","L04","rzTsdWdr6y3","1",FALSE,3,0.471428571428571,583.613577300226,167.884084636615,485.664673413063,45.4198589645949,4.348
"GHA","L04","tsyzA3E2k36","1",FALSE,3,0.714285714285714,552.073266378101,341.764029438822,715.905703771849,56.4603767590236,4.348
"GHA","L04","v5AnXEEYcG3","1",FALSE,3,0.542857142857143,1128.51276289962,460.482060717571,583.996780128795,34.1018117245671,4.348
"GHA","L04","vVmon4etMR7","1",FALSE,3,0.585714285714286,684.158856871532,503.652253909844,617.573597056118,47.4424368227699,4.348
"GHA","L04","wbguRJt7c17","1",FALSE,3,0.557142857142857,494.613679047308,47.966881324747,233.838546458142,32.1007388364952,4.348
"GHA","L04","WgmUQnWemm7","1",FALSE,3,0.428571428571429,3557.09651982584,2422.32750689972,2225.0637074517,38.4815297396099,4.348
"GHA","L04","WgmUQnWemm7","1",FALSE,3,0.628571428571429,3557.09651982584,2422.32750689972,2225.0637074517,38.4815297396099,4.348
"GHA","L04","WgmUQnWemm7","1",FALSE,3,0.428571428571429,3557.09651982584,2422.32750689972,2225.0637074517,38.4815297396099,4.348
"GHA","L04","WgmUQnWemm7","1",FALSE,3,0.628571428571429,3557.09651982584,2422.32750689972,2225.0637074517,38.4815297396099,4.348
"GHA","L04","WWKohq5CDc4","1",FALSE,3,0.785714285714286,3403.5336846434,527.635694572217,3354.08417663293,49.6341202697046,4.348
"GHA","L04","X4aAZpreBL7","1",FALSE,3,0.442857142857143,1815.98587411342,166.684912603496,676.932612695492,27.1542216994831,4.348
"GHA","L04","yDfj9pye3S8","1",FALSE,3,0.7,4500.42487461792,71.9503219871205,2147.71711131555,32.3055240977075,4.348
"GHA","L04","zbPhVbZ2hNA","1",FALSE,3,0.6,2036.22294481493,143.900643974241,2430.72171113155,54.415756145439,4.348
"GHA","L04","zebc4qh1zU8","1",FALSE,3,0.6,770.25903111341,707.511499540018,815.436982520699,51.4245464142825,4.348
"GHA","L04","znLkiipm6hB","1",FALSE,3,0.585714285714286,1224.55258840338,95.933762649494,685.326816927323,35.8832507965945,4.348
"GHA","L05","4DD1mGbS2b6","1",FALSE,2,0.814285714285714,1203.87021311774,683.528058877645,1922.27276908924,61.4902382914092,4.348
"GHA","L05","6o1LRkbmmy9","1",FALSE,3,0.771428571428571,2343.35022193582,671.536338546458,1235.14719411224,34.5158051134289,4.348
"GHA","L05","6rFDY18oMR9","1",FALSE,3,0.7,2817.12086281526,707.511499540018,1894.69181232751,40.2115267086695,4.348
"GHA","L05","FEggU1cWz95","1",FALSE,3,0.442857142857143,4924.2900173394,719.503219871205,1049.27552897884,17.5653137283403,4.348
"GHA","L05","FYM9NczMwv9","1",FALSE,3,0.6,301.266081338313,155.892364305428,803.445262189513,72.7289772931778,4.348
"GHA","L05","fyW9nSiREpA","1",FALSE,2,0.714285714285714,4206.51338186104,629.565317387305,1552.92778288868,26.9631677530326,4.348
"GHA","L05","gggGZ6AgZ6A","1",FALSE,3,0.885714285714286,1037.15295554076,649.951241950322,1329.88178472861,56.1834502089845,4.348
"GHA","L05","HqDbz9qjXL","1",FALSE,3,0.814285714285714,1450.33919933525,623.569457221711,1720.8118675253,54.2645818897839,4.348
"GHA","L05","JsGWt7k9dz2","1",FALSE,3,0.557142857142857,989.215241712912,131.908923643054,539.627414903404,35.2964651115717,4.348
"GHA","L05","jVAvmnH4bS6","1",FALSE,3,0.471428571428571,846.819267505797,407.71849126035,1169.19273229071,57.9953260401588,4.348
"GHA","L05","LFwa12jnrL2","1",FALSE,3,0.885714285714286,928.933444689862,479.66881324747,2760.49402023919,74.8217452837841,4.348
"GHA","L05","Ly7CbRbwGm9","1",FALSE,3,0.557142857142857,446.296160319486,23.9834406623735,556.415823367065,55.4910914020752,4.348
"GHA","L05","mKsBRiEXdL6","1",FALSE,3,0.628571428571429,1476.86795772409,359.751609935603,1093.64489420423,42.5457858879723,4.348
"GHA","L05","nMZQwMPqKU4","1",FALSE,2,0.714285714285714,382.990736776059,311.784728610856,672.735510579577,63.7225333996036,4.348
"GHA","L05","o1aKSCrDRMB","1",FALSE,3,0.728571428571429,910.10707608562,1251.9356025759,864.603035878565,48.7179866756748,4.348
"GHA","L05","o1P6K2wcxu7","1",FALSE,3,0.542857142857143,672.420325675452,1007.30450781969,479.66881324747,41.6346962263621,4.348
"GHA","L05","pdf1PrAkhV","1",FALSE,3,0.428571428571429,1569.36340666189,683.528058877645,605.581876724931,27.8435453687331,4.348
"GHA","L05","PpJDFyaTPe6","1",FALSE,3,0.542857142857143,743.811623756248,671.536338546458,383.735050597976,34.0327419987072,4.348
"GHA","L05","QFh29fHsCvA","1",FALSE,3,0.8,2329.07856146584,1067.26310947562,1238.74471021159,34.7199010681151,4.348
"GHA","L05","QYtwXPgNBa3","1",FALSE,3,0.5,2131.83154498705,167.884084636615,991.715271389145,31.7496528686479,4.348
"GHA","L05","SGWDY8X7yo4","1",FALSE,3,0.642857142857143,3551.5004599816,759.075896964122,1534.9402023919,30.1770983734557,4.348
"GHA","L05","U18xstU8LR7","1",FALSE,3,0.742857142857143,707.886611355822,128.311407543698,857.408003679853,54.7761421679913,4.348
"GHA","L05","U7thyS2zJj8","1",FALSE,3,0.471428571428571,1010.28699884263,623.569457221711,389.730910763569,27.8375660832221,4.348
"GHA","L05","uF4YRcniT69","1",FALSE,3,0.542857142857143,3246.54990482408,0,2634.58095676173,44.797183037878,4.348
"GHA","L05","wGsPM221dM8","1",FALSE,2,0.557142857142857,580.976733833872,167.884084636615,521.639834406624,47.3092686462196,4.348
"GHA","L05","wTASpGRGc38","1",FALSE,3,0.657142857142857,2577.10801724613,0,1677.64167433303,39.4298559478917,4.348
"GHA","L05","WX9WPcwEjJ9","1",FALSE,3,0.657142857142857,468.919496860679,377.739190432383,1508.55841766329,76.2869919599805,4.348
"GHA","L05","XEA6aofdZo5","1",FALSE,3,0.871428571428571,2269.67775851178,719.503219871205,2428.32336706532,51.6884373195425,4.348
"GHA","L05","zAweUkHmCz8","1",FALSE,3,0.671428571428571,1374.04216568664,281.805427782889,572.005059797608,29.3931746520319,4.348
"GHA","L05","zwCpRhKnPo9","1",FALSE,3,0.7,10091.9312020146,35.9751609935603,1193.17617295308,10.5730156861401,4.348
"GHA","L06","1HhLECbGhy6","1",FALSE,2,0.542857142857143,1762.90805455339,533.63155473781,456.884544618215,20.5823077700465,4.348
"GHA","L06","2Q7MnSV2oJ5","1",FALSE,3,0.742857142857143,783.717952848706,697.918123275069,1308.89627414903,62.5483788298094,4.348
"GHA","L06","3262VdP66d2","1",FALSE,2,0.342857142857143,4515.48098813375,2979.94250229991,731.494940202392,13.9412673165123,4.348
"GHA","L06","4TJsubF6Yx6","1",TRUE,3,0.585714285714286,579.15863641952,485.664673413063,733.893284268629,55.8921755267688,4.348
"GHA","L06","4xFbY5oyU82","1",FALSE,3,0.585714285714286,1477.67127213529,2890.00459981601,949.744250229991,39.1257385264043,4.348
"GHA","L06","5UXNFVq35e8","1",TRUE,3,0.585714285714286,684.832833783423,143.900643974241,814.237810487581,54.3161733971212,4.348
"GHA","L06","7KKdwdFxzG7","1",FALSE,3,0.7,2705.06839523654,2446.3109475621,605.581876724931,18.291931402532,4.348
"GHA","L06","bJGfxV1Xw6","1",FALSE,3,0.485714285714286,1129.51159704764,0,616.374425022999,35.3043908497516,4.348
"GHA","L06","bTw4qVWG7a6","1",TRUE,3,0.742857142857143,15975.2456089775,59.9586016559338,3090.86591536339,16.2113072265281,4.348
"GHA","L06","BwcbgH6pxh9","1",FALSE,2,0.642857142857143,2730.51513699821,2180.09475620975,1813.14811407544,39.9049844560333,4.348
"GHA","L06","BwcbgH6pxh9","1",FALSE,2,0.557142857142857,2730.51513699821,2180.09475620975,1813.14811407544,39.9049844560333,4.348
"GHA","L06","BwcbgH6pxh9","1",FALSE,2,0.642857142857143,2730.51513699821,2180.09475620975,1813.14811407544,39.9049844560333,4.348
"GHA","L06","BwcbgH6pxh9","1",FALSE,2,0.557142857142857,2730.51513699821,2180.09475620975,1813.14811407544,39.9049844560333,4.348
"GHA","L06","c4ZGhkt4uq2","1",FALSE,3,0.585714285714286,370.022791346411,345.361545538179,571.405473781049,60.6955935940256,4.348
"GHA","L06","CTRQQXCQTVB","1",TRUE,3,0.542857142857143,1498.96387554636,1091.24655013799,666.739650413983,30.7862845685828,4.348
"GHA","L06","CTRQQXCQTVB","1",TRUE,3,0.385714285714286,1498.96387554636,1091.24655013799,666.739650413983,30.7862845685828,4.348
"GHA","L06","CTRQQXCQTVB","1",FALSE,3,0.542857142857143,1498.96387554636,1091.24655013799,666.739650413983,30.7862845685828,4.348
"GHA","L06","CTRQQXCQTVB","1",FALSE,3,0.385714285714286,1498.96387554636,1091.24655013799,666.739650413983,30.7862845685828,4.348
"GHA","L06","DEyNXLrfRG2","1",FALSE,2,0.785714285714286,4989.59378325328,2122.53449862006,1990.625574977,28.5180948164599,4.348
"GHA","L06","E3EGXT3BJS5","1",FALSE,2,0.571428571428571,813.486185713862,107.925482980681,479.66881324747,37.0929094836073,4.348
"GHA","L06","eYyzj3xgGn8","1",FALSE,3,0.514285714285714,730.893428410329,227.842686292548,941.35004599816,56.2926428121442,4.348
"GHA","L06","F7pxhW1PHK7","1",TRUE,3,0.4,371.967729217099,913.769089236431,568.407543698252,60.4447564785573,4.348
"GHA","L06","GAwYHaSgWn8","1",FALSE,3,0.728571428571429,849.690824532917,755.478380864765,1609.88845446182,65.4538143255054,4.348
"GHA","L06","h7GgmuPVUH3","1",FALSE,3,0.585714285714286,2444.79269879896,0,1031.28794848206,29.6681249121401,4.348
"GHA","L06","hrKn2nuXSs9","1",TRUE,3,0.685714285714286,10768.0213202532,1492.96918123275,3300.12143514259,23.4581173401645,4.348
"GHA","L06","hrKn2nuXSs9","1",TRUE,3,0.671428571428571,10768.0213202532,1492.96918123275,3300.12143514259,23.4581173401645,4.348
"GHA","L06","hrKn2nuXSs9","1",FALSE,2,0.671428571428571,10768.0213202532,1492.96918123275,3300.12143514259,23.4581173401645,4.348
"GHA","L06","hrKn2nuXSs9","1",FALSE,2,0.685714285714286,10768.0213202532,1492.96918123275,3300.12143514259,23.4581173401645,4.348
"GHA","L06","iR5ETCSgpV5","1",TRUE,2,0.642857142857143,906.950508523438,239.834406623735,280.60625574977,23.6288709888746,4.348
"GHA","L06","jCvYgt72fP4","1",TRUE,3,0.557142857142857,2371.83631862099,89.9379024839006,1708.82014719411,41.8761089425052,4.348
"GHA","L06","joFqVCsb215","1",FALSE,3,0.614285714285714,1057.94663365539,113.921343146274,333.369825206992,23.9607476130609,4.348
"GHA","L06","jPJAT9f2La4","1",FALSE,3,0.728571428571429,5921.55421211723,347.759889604416,714.706531738731,10.7697174557288,4.348
"GHA","L06","jsKMRaBxNf","1",TRUE,3,0.714285714285714,1260.57541154575,239.834406623735,960.536798528059,43.2457574260122,4.348
"GHA","L06","Jsv9PkxATh9","1",TRUE,2,0.657142857142857,3188.47109323,320.178932842686,1630.8739650414,33.8401576422162,4.348
"GHA","L06","Jsv9PkxATh9","1",FALSE,3,0.657142857142857,3188.47109323,320.178932842686,1630.8739650414,33.8401576422162,4.348
"GHA","L06","Jsv9PkxATh9","1",FALSE,3,0.542857142857143,3188.47109323,320.178932842686,1630.8739650414,33.8401576422162,4.348
"GHA","L06","Jsv9PkxATh9","1",TRUE,2,0.542857142857143,3188.47109323,320.178932842686,1630.8739650414,33.8401576422162,4.348
"GHA","L06","K7cFANftUD3","1",FALSE,3,0.5,424.58076386622,191.867525298988,623.569457221711,59.4923747260651,4.348
"GHA","L06","LeYiNjAjKi2","1",TRUE,3,0.571428571428571,2474.48418892737,1587.70377184913,1090.04737810488,30.580382235538,4.348
"GHA","L06","nYHDrtr9BkA","1",FALSE,3,0.8,1544.03776088588,1169.19273229071,418.511039558418,21.3248730153193,4.348
"GHA","L06","QNH5zfmLt2B","1",FALSE,3,0.714285714285714,11123.4744763205,911.370745170193,667.938822447102,5.66462056348168,4.348
