"survey_uuid","Field.ID","Country","Landscape..","Household.ID","median_field_size","Total_Area_Farmed","intercrop_rate","pesticide","herbicide","fungicide","pct_fields_irrigated","pct_fields_inorganic_fert","pct_buy_seed"
"07a54e2c-e9d8-4167-82c2-7ce434ca75c2","M1","TZA","L18","ZSL3mumZ4X8",4,4,1,0,1,0,1,1,0
"07a54e2c-e9d8-4167-82c2-7ce434ca75c2","M2","TZA","L18","ZSL3mumZ4X8",5.1,5.1,1,0,1,0,1,1,0
"07c3b205-0358-4051-83dc-a5730b04e1d1","M1","RWA","L06","R5nJaf2Sop9",0.2718,0.2718,0,0,0,0,0,0,0
"07c3b205-0358-4051-83dc-a5730b04e1d1","M2","RWA","L06","R5nJaf2Sop9",NA,0,0,0,0,0,0,0,0.5
"07d753f9-35fb-4c46-8469-f4d7acc4ebc7","M1","RWA","L03","5s4t5icCN2",0.8849,0.8849,0,0,0,0,0,0,0
"07d753f9-35fb-4c46-8469-f4d7acc4ebc7","M2","RWA","L03","5s4t5icCN2",3.4328,3.4328,0,0,0,0,0,0,0
"07d753f9-35fb-4c46-8469-f4d7acc4ebc7","M3","RWA","L03","5s4t5icCN2",4.2406,4.2406,0,0,0,0,0,0,0
"07d753f9-35fb-4c46-8469-f4d7acc4ebc7","M4","RWA","L03","5s4t5icCN2",NA,0,0,0,0,0,0,0,1
"07fc098f-2a4a-42d8-802d-533fe7269a2c","M1","GHA","L02","HK4BRArXjD6",NA,0,0,0,0,0,0,0,0
"07fc098f-2a4a-42d8-802d-533fe7269a2c","M2","GHA","L02","HK4BRArXjD6",NA,0,0,0,0,0,0,0,0
"07fc098f-2a4a-42d8-802d-533fe7269a2c","M3","GHA","L02","HK4BRArXjD6",NA,0,0,0,0,0,0,0,0
"07fc098f-2a4a-42d8-802d-533fe7269a2c","M4","GHA","L02","HK4BRArXjD6",NA,0,0,0,1,0,0,0,0
"07fc098f-2a4a-42d8-802d-533fe7269a2c","M5","GHA","L02","HK4BRArXjD6",10.1783,10.1783,0,0,1,0,0,0,0
"07fc098f-2a4a-42d8-802d-533fe7269a2c","M6","GHA","L02","HK4BRArXjD6",5.1783,5.1783,0,0,1,0,0,1,0
"08243e9f-5c14-4a42-8516-8b435730a0d7","M1","RWA","L04","M8qxpz4tTs2",0.0877,0.0877,0,0,0,0,0,0,0
"08243e9f-5c14-4a42-8516-8b435730a0d7","M2","RWA","L04","M8qxpz4tTs2",NA,0,0,0,0,0,0,0,0
"08243e9f-5c14-4a42-8516-8b435730a0d7","M3","RWA","L04","M8qxpz4tTs2",NA,0,0,0,0,0,NA,NA,0
"084170c0-2868-44cd-b1b9-0f0e7b79759a","M1","RWA","L04","xcxoHDFasQA",0.1721,0.1721,0,0.5,0,0,0,0.5,1
"08ec3846-69ed-404c-ad1d-276531fd9243","M1","UGA","L06","f52oa28ri63",0.33,0.33,0,0,0,0,0,0,0
"08ec3846-69ed-404c-ad1d-276531fd9243","M2","UGA","L06","f52oa28ri63",0.88,0.88,0,0,0,0,0,0,1
"08ec3846-69ed-404c-ad1d-276531fd9243","M3","UGA","L06","f52oa28ri63",2.28,2.28,0,1,0,0,0,0,1
"0942e4d3-cec5-487a-9984-33833ae003ca","M1","GHA","L06","E3EGXT3BJS5",NA,0,1,0,1,0,0,0,0
"0942e4d3-cec5-487a-9984-33833ae003ca","M2","GHA","L06","E3EGXT3BJS5",0.8,0.8,1,0,0.5,0,0,0,0
"0972f007-16e6-402c-9c03-e09644dff0a5","M1","GHA","L02","oJSmP1FYvbB",10.022,10.022,0,0,1,0,0,1,0
"09eb1ea8-1371-4ca4-9720-4b92992b696c","M1","GHA","L05","6o1LRkbmmy9",NA,0,0,0,0,0,0,0,0
"09eb1ea8-1371-4ca4-9720-4b92992b696c","M2","GHA","L05","6o1LRkbmmy9",NA,0,0,0,0,0,0,0,0
"09eb1ea8-1371-4ca4-9720-4b92992b696c","M3","GHA","L05","6o1LRkbmmy9",NA,0,0,0,0,0,0,0,0
"09eb1ea8-1371-4ca4-9720-4b92992b696c","M4","GHA","L05","6o1LRkbmmy9",8.0594,8.0594,0,0,0,0,0,0,0
"09eb1ea8-1371-4ca4-9720-4b92992b696c","M5","GHA","L05","6o1LRkbmmy9",NA,0,0,0,0,0,0,0,0
"09eb1ea8-1371-4ca4-9720-4b92992b696c","M6","GHA","L05","6o1LRkbmmy9",NA,0,0,0.5,0.5,0,0,0.5,0
"0a93fc30-9228-4323-b69f-7ff79fda2cef","M1","GHA","L05","LFwa12jnrL2",NA,0,0,0,0,0,0,0,0
"0a93fc30-9228-4323-b69f-7ff79fda2cef","M2","GHA","L05","LFwa12jnrL2",5.8373,5.8373,0,0,0,0,0,0,0
"0a93fc30-9228-4323-b69f-7ff79fda2cef","M3","GHA","L05","LFwa12jnrL2",NA,0,0,0,0,0,0,0,0
"0a93fc30-9228-4323-b69f-7ff79fda2cef","M4","GHA","L05","LFwa12jnrL2",NA,0,0,0,0,0,0,0,0
"0af3759b-7c3b-4d82-8efb-fcb57e29474a","M1","GHA","L03","TfTiB3qRvU2",7.5282,7.5282,0,0,1,0,0,1,0
"0af3759b-7c3b-4d82-8efb-fcb57e29474a","M2","GHA","L03","TfTiB3qRvU2",1.2206,1.2206,0,0,1,0,0,1,0
"0af3759b-7c3b-4d82-8efb-fcb57e29474a","M3","GHA","L03","TfTiB3qRvU2",2.332,2.332,0,0,1,0,0,1,0
"0b4ba387-4aac-4dd6-9e67-939a54202e75","M1","GHA","L02","cSN6zpcALp9",5.1766,5.1766,0,0,1,0,0,0,1
"0b4ba387-4aac-4dd6-9e67-939a54202e75","M2","GHA","L02","cSN6zpcALp9",6.3291,6.3291,0,0,1,0,0,1,0
"0b4ba387-4aac-4dd6-9e67-939a54202e75","M3","GHA","L02","cSN6zpcALp9",2.8601,2.8601,0,0,1,0,0,1,0
"0b8f1d81-a238-404a-9ce9-bf0e93e9cca3","M1","RWA","L04","seXpFZmj3a",0.1749,0.1749,0,0,0,0,0,0,0.5
"0b8f1d81-a238-404a-9ce9-bf0e93e9cca3","M2","RWA","L04","seXpFZmj3a",0.2572,0.2572,0,0.5,0,0,0,0,0
"0b8f1d81-a238-404a-9ce9-bf0e93e9cca3","M3","RWA","L04","seXpFZmj3a",0.0352,0.0352,0,0,0,0,0,0,0
"0b8f1d81-a238-404a-9ce9-bf0e93e9cca3","M4","RWA","L04","seXpFZmj3a",0.0494,0.0494,0,0,0,0,0,0,0
"0b8f1d81-a238-404a-9ce9-bf0e93e9cca3","M5","RWA","L04","seXpFZmj3a",0.0771,0.0771,0,0,0,0,0,0,0
"0bc6fd3d-ea5a-4be7-8dd9-ac79f4272fe8","M1","UGA","L02","ea6XKQhZyd3",0.73,0.73,NA,0,0,0,0,0,NA
"0bc6fd3d-ea5a-4be7-8dd9-ac79f4272fe8","M2","UGA","L02","ea6XKQhZyd3",0.66,0.66,1,0,0,0,0,0,1
"0bc6fd3d-ea5a-4be7-8dd9-ac79f4272fe8","M3","UGA","L02","ea6XKQhZyd3",0.19,0.19,NA,0,0,0,0,0,NA
"0bc6fd3d-ea5a-4be7-8dd9-ac79f4272fe8","M4","UGA","L02","ea6XKQhZyd3",0.12,0.12,NA,0,0,0,0,0,NA
"0bc6fd3d-ea5a-4be7-8dd9-ac79f4272fe8","M5","UGA","L02","ea6XKQhZyd3",1.22,1.22,1,0,0,0,0,0,1
"0c0d7314-a37d-424f-9f3e-d3639b90495e","M1","RWA","L01","MsBreaQuEcA",0.1459,0.1459,0.25,0.5,0,0,0,1,1
"0c0d7314-a37d-424f-9f3e-d3639b90495e","M2","RWA","L01","MsBreaQuEcA",0.0711,0.0711,0,0.5,0,0,0,1,0.666666666666667
"0c1fa043-ce9e-4ee7-8893-fe74fb480e0b","M1","TZA","L22","MG8Mg2FAfw4",0.5,0.5,0,0,0,0,0,0,0
"0c1fa043-ce9e-4ee7-8893-fe74fb480e0b","M2","TZA","L22","MG8Mg2FAfw4",0.1,0.1,1,1,0,0,0,0,0
"0cd04d54-7cf4-4b0b-b6f3-49c626645a6d","M1","TZA","L11","UGrmX3B1xb7",1.6,1.6,0,1,0,0,0,1,0
"0d385456-c1f9-4e0c-935a-87e71fb27b1b","M1","UGA","L07","EQM92niTjw",0.87,0.87,0,0,0,0,0,0,1
"0d385456-c1f9-4e0c-935a-87e71fb27b1b","M2","UGA","L07","EQM92niTjw",0.35,0.35,0,0,0,0,0,0,0
"0d385456-c1f9-4e0c-935a-87e71fb27b1b","M3","UGA","L07","EQM92niTjw",NA,0,0,0,0,0,0,0,0.5
"0dfd4229-970d-4516-88b2-026e5ef541d5","M1","RWA","L04","6vh1fcZWV2A",1.788,1.788,0,0,0,0,0,0,1
"0e0ed17e-4836-41ec-8afe-476b3a1a256e","M1","TZA","L18","yhsx6xFzAD",4.6,4.6,1,0,0,0,0,0,0
"0e0ed17e-4836-41ec-8afe-476b3a1a256e","M2","TZA","L18","yhsx6xFzAD",1.8,1.8,NA,NA,NA,NA,NA,NA,NA
"0e224f3c-c89c-4584-bb2b-d516e9f12ed8","M1","UGA","L02","4GxE5frHnQ4",0.13,0.13,0,0,0,0,0,0,0
"0e224f3c-c89c-4584-bb2b-d516e9f12ed8","M2","UGA","L02","4GxE5frHnQ4",0.41,0.41,0,0,0,0,0,0,0
"0e224f3c-c89c-4584-bb2b-d516e9f12ed8","M3","UGA","L02","4GxE5frHnQ4",0.33,0.33,NA,0,0,0,0,0,NA
"0e9cd79c-e8d6-4c05-95d0-04e82a1bf4a6","M1","TZA","L19","4FP6ukTTsQ8",1,1,0,0,0,0,0,0,0
"0e9cd79c-e8d6-4c05-95d0-04e82a1bf4a6","M2","TZA","L19","4FP6ukTTsQ8",0.6,0.6,0,0,0,0,0,0,0
"0f16d5ee-1c3f-4071-b41e-793ff1642e5f","M1","GHA","L02","LcDR4MVNrw",2.4105,2.4105,0,0,1,0,0,1,0
"0f16d5ee-1c3f-4071-b41e-793ff1642e5f","M2","GHA","L02","LcDR4MVNrw",3.842,3.842,0,0,1,0,0,0,0
"0f16d5ee-1c3f-4071-b41e-793ff1642e5f","M3","GHA","L02","LcDR4MVNrw",1.3328,1.3328,0,0,0,0,0,0,0
"0f9a798d-11c9-4930-9a19-4986e18434f6","M1","TZA","L22","WjvUqZyb157",0.6,0.6,1,0,1,0,0,0,0
"0f9a798d-11c9-4930-9a19-4986e18434f6","M2","TZA","L22","WjvUqZyb157",1,1,NA,NA,NA,NA,NA,NA,NA
"0f9a798d-11c9-4930-9a19-4986e18434f6","M3","TZA","L22","WjvUqZyb157",3.3,3.3,NA,NA,NA,NA,NA,NA,NA
"0f9a798d-11c9-4930-9a19-4986e18434f6","M4","TZA","L22","WjvUqZyb157",2.1,2.1,0,0,0,0,0,0,0
"0fbeb263-b0c4-4617-af7b-bc74cee21bac","M1","RWA","L02","iGeYWScB9G8",0.2254,0.2254,0,0,0,0,0,0,0
"0fbeb263-b0c4-4617-af7b-bc74cee21bac","M2","RWA","L02","iGeYWScB9G8",0.0575,0.0575,0,1,0,0,0,1,0.5
"0fbeb263-b0c4-4617-af7b-bc74cee21bac","M3","RWA","L02","iGeYWScB9G8",NA,0,0,0.5,0,0,0,0.5,0
"0fea2aff-a7f5-4e83-9ac8-23e6abc1431e","M1","UGA","L04","4wawPvHomv",0.16,0.16,1,0.5,0,0,0,0,1
"0fea2aff-a7f5-4e83-9ac8-23e6abc1431e","M2","UGA","L04","4wawPvHomv",0.09,0.09,0,0.5,0,0,0,0,0.5
"0fea2aff-a7f5-4e83-9ac8-23e6abc1431e","M3","UGA","L04","4wawPvHomv",NA,0,0,0,0,0,0,0,0
"100671ea-7d24-40bb-8ad7-4876416c0b5d","M1","RWA","L02","mhGSC5qMs53",0.2112,0.2112,0.666666666666667,0,0,0,0,0,0
"100671ea-7d24-40bb-8ad7-4876416c0b5d","M2","RWA","L02","mhGSC5qMs53",0.3417,0.3417,0,0,0,0,0,0,0
"100671ea-7d24-40bb-8ad7-4876416c0b5d","M3","RWA","L02","mhGSC5qMs53",0.462,0.462,0,0,0.5,0,0,0.5,0.5
"1027058c-72d9-4200-b714-fc4e332d6bf4","M1","UGA","L02","fYfZbzp5Nv8",0.19,0.19,1,0,0,0,0,0,0
"1027058c-72d9-4200-b714-fc4e332d6bf4","M2","UGA","L02","fYfZbzp5Nv8",0.158,0.158,1,0,0,0,0,0.5,1
"1032f43e-9108-4de9-9bbe-3b6dfe2288c6","M1","GHA","L03","UNJbgF8rDE4",NA,0,0,0,1,0,0,0,0.5
"1032f43e-9108-4de9-9bbe-3b6dfe2288c6","M2","GHA","L03","UNJbgF8rDE4",NA,0,0,0,0,0,NA,NA,1
"1032f43e-9108-4de9-9bbe-3b6dfe2288c6","M3","GHA","L03","UNJbgF8rDE4",NA,0,0,0,0.5,0,NA,0,0
"103608ea-cf6b-4a4b-9fb1-7765cfef099b","M1","RWA","L02","voQqwNL5SR4",0.3723,0.3723,1,0.5,0,0,0,1,0
"103608ea-cf6b-4a4b-9fb1-7765cfef099b","M2","RWA","L02","voQqwNL5SR4",0.1547,0.1547,1,0.5,0,0,0,1,0
"103608ea-cf6b-4a4b-9fb1-7765cfef099b","M3","RWA","L02","voQqwNL5SR4",0.1007,0.1007,0,0,0,0,0,1,0
"103608ea-cf6b-4a4b-9fb1-7765cfef099b","M4","RWA","L02","voQqwNL5SR4",0.148,0.148,NA,0.5,0,0,0,0,NA
"104854f4-da60-4acc-8431-be2a3fef7edb","M1","GHA","L01","k8zEL6BmKHB",3.5,3.5,0,0,0,0,0,1,0
"104854f4-da60-4acc-8431-be2a3fef7edb","M2","GHA","L01","k8zEL6BmKHB",3,3,0,0,0,0,0,1,0
"10f9fba2-08f3-45d0-95cf-bf8d4b5477d7","M1","GHA","L01","UDYnaavH8U3",2.3,2.3,0,0,0,0,0,0,NA
"10f9fba2-08f3-45d0-95cf-bf8d4b5477d7","M2","GHA","L01","UDYnaavH8U3",NA,0,0,0,0,0,0,1,NA
"10f9fba2-08f3-45d0-95cf-bf8d4b5477d7","M3","GHA","L01","UDYnaavH8U3",NA,0,0,0,1,0,0,1,NA
"11068fa5-ac98-416c-a44a-140fd58d9c8a","M1","UGA","L02","V5nBNdt5Wo9",0.45,0.45,1,0,0,0,0,0,0
"11068fa5-ac98-416c-a44a-140fd58d9c8a","M2","UGA","L02","V5nBNdt5Wo9",0.36,0.36,0,0,0,0,0,0,0.5
"1162754f-68ae-446f-a94c-cfb92a1955cb","M1","TZA","L03","utcTs5LcPQ7",3.2,3.2,NA,NA,NA,NA,NA,NA,NA
"1162754f-68ae-446f-a94c-cfb92a1955cb","M2","TZA","L03","utcTs5LcPQ7",6.9,6.9,1,0,1,0,0,0,0
"1162754f-68ae-446f-a94c-cfb92a1955cb","M3","TZA","L03","utcTs5LcPQ7",4.3,4.3,0,0,1,0,0,0,0
"1162754f-68ae-446f-a94c-cfb92a1955cb","M4","TZA","L03","utcTs5LcPQ7",2.6,2.6,0,0,1,0,0,0,0
"11d2d999-e838-49da-beb1-b40ef9ea2a71","M1","RWA","L03","rP7DxqhNrW3",1.7996,1.7996,0,0,0,0,0,0,0
"11d2d999-e838-49da-beb1-b40ef9ea2a71","M2","RWA","L03","rP7DxqhNrW3",NA,0,0,0,0,0,0,0,0
"11d4057b-6dcc-461f-b516-09d640735146","M1","RWA","L03","29hZgxCQpf4",0.5942,0.5942,0,0,0,0,0,0,0
"11d4057b-6dcc-461f-b516-09d640735146","M2","RWA","L03","29hZgxCQpf4",0.312,0.312,0,0,0,0,0,0,0
"11d4057b-6dcc-461f-b516-09d640735146","M3","RWA","L03","29hZgxCQpf4",0.3424,0.3424,0,0,0,0,0,0,0
"11d4057b-6dcc-461f-b516-09d640735146","M4","RWA","L03","29hZgxCQpf4",0.6636,0.6636,0,0,0,0,0,0,0
"128723b2-0f45-420e-960d-0a497b6127f7","M1","GHA","L06","uA6dFVY3tr2",1.7,1.7,0,1,0,0,1,0,0
"128723b2-0f45-420e-960d-0a497b6127f7","M2","GHA","L06","uA6dFVY3tr2",0.4,0.4,0,0,0,0,0,0,0
"128723b2-0f45-420e-960d-0a497b6127f7","M3","GHA","L06","uA6dFVY3tr2",1.1,1.1,0,0,0,0,0,0,0
"12bd0ff6-f19e-41ac-b23a-c3ae9356709d","M1","RWA","L02","nkB43h7a3u6",0.2817,0.2817,0,0,0.5,0,0,0.5,1
"12bd0ff6-f19e-41ac-b23a-c3ae9356709d","M2","RWA","L02","nkB43h7a3u6",0.4553,0.4553,0,0,0.5,0,0,0.5,1
"12bd0ff6-f19e-41ac-b23a-c3ae9356709d","M3","RWA","L02","nkB43h7a3u6",0.458,0.458,0,0,0.5,0,0,0.5,1
"12f6b3d6-7910-43b8-a733-b7e74ebd1d02","M1","TZA","L22","qKTwmCQoWz5",2.9,2.9,0,0,0,0,0,0,0
"134775ac-8356-4f83-8cde-1f42be37b881","M1","TZA","L10","qP3BigSRj28",1.1,1.1,1,0,0,0,0,1,0
"1384b42f-083e-47a9-97cc-765647c6f357","M1","TZA","L11","nEEs7UdXKf6",2,2,0,0,1,0,0,1,0
