Group,group_id,SubGroup,sub_id,Name,layer_id,Col,Legend,Unit,Table,MinCol,MidCol,MaxCol
Gender,748,Women,750,Headed Households,1089,Female_HH_Head,Percent Of Households Headed By Females,Percentage,Gender_Landscape,#f8dfd8,#c04420,#850200
Gender,748,Women,750,Hours Worked Last Week,1090,Female_Mean_Hours_Worked_Last_Week,Mean Hours Working In The Past Week By Women,Hours,Gender_Landscape,#f8dfd8,#c04420,#850200
Gender,748,Women,750,Literacy Rate,1091,Female_Literacy_Rate,Percentage Of Women Who Can Read In Any Language,Percentage,Gender_Landscape,#f8dfd8,#c04420,#850200
Gender,748,Women,750,Recent Work,1092,Female_Percent_Worked_Recently,Percentage Of Women Who Have Worked In Past Week,Percentage,Gender_Landscape,#f8dfd8,#c04420,#850200
Gender,748,Women,750,School Attendance,1093,Female_Percent_Attended_School,Percentage Of Women Who Have Attended School,Percentage,Gender_Landscape,#f8dfd8,#c04420,#850200
Nature,746,Landcover,39,Agriculural Areas,1094,AG_Total,Percentage Of Land Area With Agricultural Cover,Percentage,LandCover_Landscape,#f8dfd8,#c04420,#850200
Nature,746,Landcover,39,Natural Areas,1095,NR_Total,"Percentage Of Land Area With Natural Cover (Trees, Shrubs, Savanna)",Percentage,LandCover_Landscape,#e8f4dd,#669933,#055D00
Nature,746,Natural Resource Use,747,Decreasing Fuelwood Availability,1096,Fuelwood_Decreasing,Percentage Of Households Reporting Decreasing Fuelwood Availability,Percentage,NaturalResources_Landscape,#f8dfd8,#c04420,#850200
Nature,746,Natural Resource Use,747,Fuelwood From Natural Areas,1097,Fuelwood_From_Natural_Areas,Percentage Of Households Collecting Fuelwood From Natural Areas,Percentage,NaturalResources_Landscape,#e8f4dd,#669933,#055D00
Nature,746,Natural Resource Use,747,Fuelwood Shortage,1098,Fuelwood_Shortage_Past_Year,Percentage Of Households Reporting Fuelwood Shortages In Past Year,Percentage,NaturalResources_Landscape,#f8dfd8,#c04420,#850200
Nature,746,Natural Resource Use,747,Fuelwood Value,1099,Mean_Annual_Fuelwood_Value,Mean Household Annual Value Of Fuelwood Collected,USD,NaturalResources_Landscape,#e8f4dd,#669933,#055D00
Nature,746,Natural Resource Use,747,Non-Fuelwood Natural Resource Value,1100,Nonfuel_NR_annual_value,Mean Household Annual Value Of Non-Fuelwood Gathered Resources,USD,NaturalResources_Landscape,#e8f4dd,#669933,#055D00
Nature,746,Natural Resource Use,747,Non-Fuelwood Natural Resources Decreasing,1101,Nonfuel_NR_decreasing,Percentage Of Households Reporting Decreasing  Non-Fuelwood Gathered Resource Availability,Percentage,NaturalResources_Landscape,#f8dfd8,#c04420,#850200
Nature,746,Natural Resource Use,747,Percent Collecting Non-Fuelwood Natural Resources,1102,Collects_Nonfuel_Resources,Percentage Of Households Collecting Non-Fuelwood Gathered Resources,Percentage,NaturalResources_Landscape,#e8f4dd,#669933,#055D00
Poverty,759,Demographics,760,Age,1103,age,Average Age,,Capital_Landscape,#f8dfd8,#c04420,#850200
Poverty,759,Demographics,760,Household Size,1104,size,Average Number Of Individuals Per Household,,Capital_Landscape,#f8dfd8,#c04420,#850200
Poverty,759,Education,761,Literacy Rate,1105,literate,Percentage Of Individuals Who Can Read In Any Language,,Capital_Landscape,#f8dfd8,#c04420,#850200
Poverty,759,Education,761,Years Of Schooling,1106,years,Average Number Of Years Of Schooling Per Individual,,Capital_Landscape,#f8dfd8,#c04420,#850200
Poverty,759,Equality,762,Agricultural Production Inequality,1107,Production_Inequality_Gini,Gini Coefficient Of Agricultural Production,,AgValue_Landscape,#f8dfd8,#c04420,#850200
Poverty,759,Equality,762,Income Inequality,1108,Income_Inequality_Gini,Gini Coefficient Of Income Inequality,,Income_Landscape,#f8dfd8,#c04420,#850200
Poverty,759,Equality,762,Land Area Inequality,1109,Area_Owned_Ineq_Gini,Gini Coefficient Of Area Owned,,AgIntensification_Landscape,#f8dfd8,#c04420,#850200
Poverty,759,Income,763,Agricultural Costs,1110,AgCosts,Mean Household Annual Cost Of Agriculture,USD,Income_Landscape,#e8f4dd,#669933,#055D00
Poverty,759,Income,763,Agricultural Income,1111,AgIncome,Mean Household Annual Income From Agriculture,USD,Income_Landscape,#e8f4dd,#669933,#055D00
Poverty,759,Income,763,Gross Income,1112,TotalIncome,Mean Household Annual Gross Income From All Sources,USD,Income_Landscape,#e8f4dd,#669933,#055D00
Poverty,759,Income,763,Non-Agricultural Income,1113,NonAgIncome,Mean Household Annual Income From Non-Agricultural Sources,USD,Income_Landscape,#e8f4dd,#669933,#055D00
Poverty,759,Water and Sanitation,764,Flush Toilet,1114,Flush_Toilet,Percentage Of Households With A Flush Toilet,Percentage,WatSan_Landscape,#ebebff,#66CCFF,#000080
Poverty,759,Water and Sanitation,764,Garbage Disposed Within Compound,1115,Dispose_Garbage_Within_Compound,Percentage Of Households That Dispose Of Garbage Within Their Compound,Percentage,WatSan_Landscape,#f8dfd8,#c04420,#850200
Poverty,759,Water and Sanitation,764,No Measure Of Ensuring Safe Drinking Water,1116,No_Measure_Safe_Drinking_Water,Percentage Of Households That Take No Measure Of Ensuring Safe Drinking Water,Percentage,WatSan_Landscape,#f8dfd8,#c04420,#850200
Poverty,759,Water and Sanitation,764,No Toilet,1117,No_Toilet,Percentage Of Households With No Toilet,Percentage,WatSan_Landscape,#f8dfd8,#c04420,#850200
Poverty,759,Water and Sanitation,764,Pit Latrine,1118,Pit_Latrine,Percentage Of Households With A Pit Latrine,Percentage,WatSan_Landscape,#ebebff,#66CCFF,#000080
Poverty,759,Water and Sanitation,764,Satisfied With Water Quality,1119,Satisfied_Drinking_Water,Percentage Of Households Satisfied With Their Drinking Water,Percentage,WatSan_Landscape,#ebebff,#66CCFF,#000080
Poverty,759,Water and Sanitation,764,Unsatisfied With Water Quality,1120,Unsatisfied_Drinking_Water,Percentage Of Households Unsatisfied With Their Drinking Water,Percentage,WatSan_Landscape,#f8dfd8,#c04420,#850200
Soils,680,Degradation,765,Area Degraded,1121,percent_degraded,Percent Of Land Area Degraded Since 2003,Percentage,LandCover_Landscape,#f8dfd8,#c04420,#850200
Soils,680,Degradation,765,Area Improved,1122,percent_improved,Percent Of Land Area Improved Since 2003,Percentage,LandCover_Landscape,#e8f4dd,#669933,#055D00
Soils,680,Degradation,765,Bad Soil,1123,Bad_Soil,Percent Of Households Reporting Bad Soil,Percentage,ErosionControl_Landscape,#f8dfd8,#c04420,#850200
Soils,680,Degradation,765,Erosion Control,1124,erosion_control_household_percent,Percent Of Households Taking Erosion Control Measures,Percentage,ErosionControl_Landscape,#e8f4dd,#669933,#055D00
Soils,680,Degradation,765,Good Soil,1125,Good_Soil,Percent Of Households Reporting Good Soil,Percentage,ErosionControl_Landscape,#e8f4dd,#669933,#055D00
